Age,Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
50.0,female,22390,master,4,hiking,4875,urban,146.0,118,winter,1,0,0
31.0,non-binary,79046,high school,6,hiking,3081,rural,175.0,260,fall,1,1,1
38.0,non-binary,118765,doctorate,1,sunbathing,4802,suburban,228.0,7,spring,0,0,0
65.0,female,104300,high school,4,sunbathing,2950,rural,,50,summer,0,1,0
37.0,male,33287,high school,7,sunbathing,1888,suburban,251.0,214,spring,1,0,0
25.0,male,43835,high school,4,skiing,1098,urban,186.0,244,summer,0,0,1
24.0,female,109502,bachelor,9,swimming,2130,suburban,214.0,178,winter,0,1,0
20.0,female,41131,bachelor,4,hiking,1510,rural,,123,winter,0,1,0
,female,87852,high school,4,skiing,636,urban,85.0,36,fall,1,0,0
50.0,male,81954,doctorate,9,sunbathing,2729,urban,77.0,161,spring,0,0,0
65.0,non-binary,100446,bachelor,7,hiking,4025,suburban,21.0,58,summer,0,0,1
,non-binary,35423,master,6,hiking,1346,urban,84.0,278,fall,0,0,1
68.0,male,109419,high school,3,skiing,3044,rural,134.0,153,winter,0,1,1
39.0,non-binary,52596,doctorate,7,skiing,4503,suburban,51.0,161,winter,1,1,1
,female,72349,doctorate,2,swimming,4368,urban,136.0,70,spring,0,1,0
63.0,female,50529,master,9,hiking,3595,urban,178.0,217,fall,1,0,1
47.0,male,45951,master,5,skiing,2352,rural,35.0,244,spring,1,1,1
55.0,male,52712,,3,swimming,2400,urban,155.0,171,summer,1,1,0
55.0,female,60592,bachelor,1,sunbathing,2579,urban,232.0,177,winter,1,0,0
62.0,female,80536,bachelor,0,sunbathing,4735,suburban,58.0,201,spring,1,0,0
68.0,male,30295,doctorate,8,swimming,1706,suburban,265.0,293,summer,1,1,0
25.0,male,42641,bachelor,3,hiking,2380,suburban,296.0,28,winter,0,0,0
,female,102642,high school,8,hiking,689,suburban,245.0,151,summer,1,1,0
44.0,female,104486,,6,hiking,3154,rural,293.0,148,fall,1,0,0
51.0,non-binary,39363,master,0,swimming,4395,urban,113.0,281,summer,0,0,0
38.0,non-binary,43847,bachelor,9,hiking,2053,rural,220.0,8,spring,1,0,0
47.0,female,21193,bachelor,4,hiking,1698,urban,297.0,125,summer,0,0,0
50.0,male,40643,,5,sunbathing,910,urban,252.0,289,summer,1,1,0
45.0,non-binary,76176,high school,7,sunbathing,2423,rural,292.0,59,fall,0,0,0
64.0,non-binary,58694,doctorate,5,hiking,2259,suburban,144.0,213,spring,0,1,1
50.0,female,73112,bachelor,7,swimming,2627,rural,27.0,259,spring,1,1,0
22.0,male,106767,bachelor,0,sunbathing,1951,urban,198.0,175,summer,1,0,0
65.0,male,58615,bachelor,2,skiing,3257,urban,208.0,91,winter,0,0,0
36.0,female,113769,master,0,sunbathing,1635,urban,76.0,9,summer,0,1,0
21.0,male,22890,high school,8,swimming,2302,suburban,,69,summer,0,1,0
52.0,female,114053,master,4,sunbathing,3574,suburban,222.0,66,spring,1,0,0
,male,71029,bachelor,2,hiking,1380,rural,296.0,228,summer,1,0,0
34.0,female,35159,doctorate,1,skiing,1033,urban,11.0,14,winter,1,0,1
,male,34750,high school,6,hiking,3015,urban,14.0,33,fall,0,1,1
45.0,female,35616,bachelor,1,swimming,886,rural,11.0,251,fall,0,0,0
47.0,female,102866,master,2,hiking,4404,rural,253.0,299,spring,1,0,1
46.0,male,77535,high school,5,sunbathing,2840,rural,33.0,230,summer,0,1,0
63.0,female,60172,high school,3,hiking,2852,suburban,8.0,70,winter,1,1,1
23.0,non-binary,81136,,7,hiking,2194,suburban,148.0,195,summer,0,1,1
52.0,male,49023,doctorate,6,sunbathing,3524,urban,239.0,266,fall,1,1,0
58.0,female,36244,bachelor,6,swimming,3763,suburban,5.0,297,summer,1,0,0
54.0,male,52515,master,2,skiing,3177,suburban,89.0,262,winter,1,0,1
41.0,male,80154,master,7,sunbathing,2324,rural,243.0,135,summer,0,0,0
46.0,female,119374,master,7,skiing,770,urban,152.0,298,spring,1,1,1
66.0,non-binary,108412,doctorate,7,sunbathing,2262,suburban,286.0,93,fall,0,1,0
63.0,male,22857,high school,3,sunbathing,1661,urban,53.0,161,summer,0,1,0
48.0,non-binary,90606,bachelor,2,sunbathing,1572,rural,58.0,43,winter,1,1,0
,non-binary,118456,high school,2,hiking,1379,rural,201.0,98,winter,0,1,0
50.0,female,119954,high school,2,hiking,3023,urban,45.0,210,fall,0,1,1
,female,105890,high school,4,skiing,4755,urban,279.0,37,spring,1,0,0
38.0,male,119634,high school,4,swimming,2855,urban,225.0,240,winter,0,0,0
49.0,female,67371,doctorate,8,swimming,4279,urban,13.0,16,fall,1,0,0
40.0,male,82375,master,0,skiing,3694,rural,127.0,207,spring,1,0,1
50.0,male,115519,master,0,hiking,3113,urban,35.0,191,winter,1,0,1
20.0,non-binary,46929,doctorate,4,hiking,2382,urban,232.0,228,winter,0,1,0
35.0,female,47715,doctorate,1,swimming,1528,rural,128.0,161,summer,1,0,0
,female,118588,bachelor,5,skiing,4029,rural,204.0,100,spring,0,1,0
59.0,male,38974,doctorate,2,sunbathing,2333,suburban,275.0,283,spring,1,1,0
48.0,non-binary,91135,bachelor,3,hiking,1548,rural,225.0,221,fall,0,1,0
20.0,female,48695,bachelor,3,skiing,3976,suburban,26.0,63,spring,0,1,1
57.0,non-binary,64042,doctorate,5,hiking,4187,suburban,265.0,284,fall,0,1,1
63.0,non-binary,26782,master,4,skiing,4142,suburban,277.0,283,winter,1,0,1
41.0,male,47933,doctorate,9,swimming,4214,urban,218.0,290,fall,0,0,0
67.0,female,47632,high school,1,hiking,4018,urban,239.0,189,spring,1,0,0
49.0,female,106802,high school,3,sunbathing,2828,suburban,110.0,281,summer,1,0,0
64.0,female,98597,high school,4,sunbathing,1788,suburban,118.0,35,fall,1,0,0
39.0,non-binary,75425,bachelor,4,swimming,3638,urban,101.0,57,fall,1,0,0
40.0,female,57606,bachelor,9,sunbathing,4534,suburban,229.0,165,fall,1,0,0
19.0,male,91442,high school,1,sunbathing,643,suburban,66.0,65,winter,1,1,0
44.0,non-binary,110351,high school,0,sunbathing,1174,suburban,152.0,253,spring,0,0,0
59.0,female,27719,doctorate,6,swimming,3098,suburban,50.0,118,spring,1,1,0
19.0,non-binary,44721,doctorate,2,skiing,4114,rural,41.0,193,fall,0,1,1
43.0,non-binary,29507,doctorate,4,hiking,1599,suburban,238.0,71,spring,0,1,0
,non-binary,50007,doctorate,8,skiing,3629,urban,296.0,247,fall,1,1,0
57.0,male,69459,bachelor,1,skiing,4287,rural,57.0,158,spring,0,1,1
50.0,female,77141,master,7,skiing,4041,urban,118.0,134,fall,1,1,1
26.0,female,70036,doctorate,4,sunbathing,4331,rural,241.0,258,winter,0,0,0
60.0,non-binary,27797,bachelor,6,hiking,4615,urban,139.0,249,summer,1,0,1
65.0,female,94353,bachelor,6,skiing,3646,urban,274.0,203,spring,0,0,0
56.0,non-binary,79923,doctorate,3,hiking,1153,rural,230.0,169,spring,0,1,0
46.0,non-binary,112388,high school,6,swimming,3596,rural,188.0,141,summer,1,1,0
,non-binary,76101,high school,5,swimming,1361,rural,214.0,288,spring,0,0,0
,male,74291,high school,8,swimming,4273,urban,252.0,156,spring,1,1,0
,female,104227,bachelor,9,sunbathing,4590,urban,246.0,223,winter,0,1,0
67.0,non-binary,92688,high school,3,swimming,4649,rural,223.0,171,spring,0,1,0
42.0,female,98437,bachelor,5,sunbathing,4435,rural,93.0,208,winter,1,1,0
41.0,male,71396,master,3,skiing,3895,suburban,10.0,214,fall,0,1,1
30.0,male,57253,doctorate,8,skiing,4906,suburban,118.0,203,fall,1,0,1
24.0,non-binary,78046,bachelor,9,skiing,916,suburban,295.0,46,winter,1,1,0
53.0,male,77689,high school,0,hiking,2326,rural,277.0,135,summer,1,0,0
62.0,male,112800,doctorate,1,swimming,3188,rural,111.0,110,winter,0,0,0
37.0,male,60063,high school,7,hiking,2204,urban,20.0,64,winter,1,1,1
18.0,male,91793,master,4,swimming,1745,suburban,227.0,271,spring,0,1,0
25.0,male,55774,high school,5,swimming,3092,suburban,215.0,264,spring,1,1,0
63.0,male,105198,doctorate,5,skiing,4761,suburban,236.0,5,spring,1,0,0
33.0,female,22895,high school,0,swimming,4644,rural,183.0,156,summer,0,0,0
31.0,male,44406,master,6,sunbathing,3203,rural,152.0,222,spring,1,0,0
29.0,female,51848,,1,sunbathing,3631,urban,261.0,77,fall,1,0,0
68.0,non-binary,76021,master,6,sunbathing,2554,suburban,60.0,231,spring,0,1,0
40.0,male,69077,doctorate,9,hiking,1782,rural,80.0,79,spring,0,0,0
32.0,male,102628,bachelor,4,sunbathing,1009,rural,263.0,293,spring,1,0,0
,female,119498,doctorate,3,hiking,4178,suburban,286.0,141,summer,1,0,0
51.0,male,36644,high school,8,skiing,3178,rural,247.0,4,fall,1,1,0
19.0,female,64809,doctorate,8,swimming,4519,suburban,153.0,265,winter,0,1,0
49.0,female,112021,high school,5,sunbathing,3702,suburban,93.0,111,fall,0,0,0
40.0,male,105155,doctorate,0,sunbathing,2357,suburban,130.0,223,winter,0,0,0
39.0,non-binary,45250,master,0,swimming,1776,suburban,288.0,160,fall,0,1,0
68.0,non-binary,78670,high school,9,skiing,2356,suburban,281.0,67,summer,1,1,0
42.0,non-binary,76207,high school,1,swimming,1346,rural,106.0,146,summer,1,1,0
39.0,female,50884,high school,1,sunbathing,4077,urban,226.0,220,summer,1,1,0
39.0,female,110025,high school,9,sunbathing,3464,rural,292.0,35,spring,1,1,0
66.0,male,103183,bachelor,7,sunbathing,3907,rural,143.0,279,summer,0,0,0
69.0,female,51271,master,2,skiing,2696,suburban,210.0,103,summer,1,0,0
59.0,non-binary,99375,high school,0,skiing,3747,rural,271.0,221,fall,0,1,0
23.0,male,118500,doctorate,5,skiing,1891,rural,274.0,49,fall,1,1,0
32.0,non-binary,119594,high school,7,sunbathing,3077,urban,33.0,201,spring,1,1,0
,male,86610,high school,5,sunbathing,807,suburban,38.0,185,winter,0,1,0
54.0,non-binary,43919,master,3,swimming,4344,suburban,,105,spring,1,0,0
50.0,male,105357,master,8,skiing,2166,rural,230.0,213,spring,1,1,0
25.0,non-binary,77581,high school,9,skiing,4046,rural,226.0,122,fall,0,1,0
61.0,female,64367,bachelor,7,sunbathing,1204,urban,148.0,237,summer,1,1,0
61.0,non-binary,119249,bachelor,0,skiing,1477,suburban,70.0,296,summer,0,1,1
22.0,male,110818,doctorate,5,hiking,3603,suburban,138.0,172,summer,0,1,1
56.0,non-binary,78432,doctorate,7,skiing,502,rural,131.0,130,fall,1,1,0
21.0,female,36173,doctorate,3,hiking,1847,rural,90.0,215,summer,0,0,1
23.0,male,41855,doctorate,8,sunbathing,4172,urban,,15,summer,1,0,0
62.0,female,75061,bachelor,8,sunbathing,3340,suburban,203.0,9,spring,1,0,0
49.0,non-binary,99179,bachelor,1,swimming,2206,urban,117.0,89,winter,1,0,0
69.0,male,80293,master,8,sunbathing,1160,urban,205.0,46,summer,1,1,0
47.0,non-binary,69318,master,2,hiking,2312,suburban,,148,spring,0,1,0
64.0,male,84104,doctorate,6,skiing,2084,rural,81.0,197,spring,1,1,1
52.0,female,64628,high school,9,swimming,2423,urban,164.0,135,summer,0,1,0
57.0,female,56831,master,6,swimming,4938,rural,273.0,102,fall,0,1,0
69.0,female,38224,bachelor,1,sunbathing,4155,rural,103.0,114,fall,1,0,0
33.0,non-binary,33168,high school,6,sunbathing,3573,suburban,32.0,143,fall,1,0,0
30.0,male,58414,master,3,sunbathing,1469,suburban,223.0,65,winter,0,0,0
67.0,female,36160,high school,7,swimming,3770,urban,152.0,274,winter,0,1,0
,non-binary,40575,master,7,sunbathing,2895,suburban,50.0,194,fall,1,0,0
47.0,non-binary,65281,doctorate,8,sunbathing,3029,rural,47.0,125,fall,0,0,0
36.0,male,97299,doctorate,6,skiing,3271,rural,12.0,275,fall,0,1,1
34.0,female,25749,high school,1,swimming,3878,suburban,50.0,194,winter,0,0,0
36.0,non-binary,76518,bachelor,6,sunbathing,2189,urban,173.0,139,fall,1,0,0
45.0,female,114860,bachelor,3,sunbathing,2706,suburban,47.0,47,spring,0,1,0
43.0,male,28884,doctorate,7,hiking,1459,urban,137.0,52,fall,1,1,0
54.0,female,100038,doctorate,7,swimming,1996,urban,268.0,75,summer,0,0,0
43.0,female,48613,bachelor,0,sunbathing,3029,suburban,285.0,47,fall,0,0,0
40.0,non-binary,43432,doctorate,7,hiking,1137,suburban,247.0,77,spring,1,0,0
26.0,non-binary,21129,master,9,sunbathing,3872,suburban,235.0,91,summer,0,0,0
29.0,male,115097,doctorate,3,swimming,3133,suburban,193.0,297,winter,0,1,0
18.0,male,81405,high school,1,skiing,2174,rural,39.0,138,winter,0,1,1
18.0,male,77108,doctorate,9,swimming,947,rural,225.0,107,winter,0,0,0
64.0,non-binary,101035,doctorate,7,hiking,3358,urban,275.0,77,summer,0,1,0
,male,53868,bachelor,3,swimming,695,suburban,289.0,178,winter,0,1,0
49.0,male,59805,bachelor,9,hiking,1955,urban,146.0,97,spring,0,0,0
65.0,non-binary,95825,high school,5,skiing,617,suburban,15.0,144,spring,1,0,1
42.0,male,82092,bachelor,5,swimming,3291,urban,285.0,251,spring,0,1,0
,non-binary,90323,high school,9,skiing,1208,rural,247.0,85,summer,0,0,0
62.0,male,113658,,7,swimming,3908,suburban,214.0,145,summer,0,1,0
18.0,non-binary,20347,bachelor,4,swimming,975,urban,85.0,291,spring,0,0,0
33.0,female,59396,high school,6,hiking,4091,suburban,8.0,256,winter,0,0,1
56.0,non-binary,69359,doctorate,5,sunbathing,4713,urban,60.0,136,winter,1,1,0
22.0,non-binary,99476,,5,swimming,3510,rural,244.0,250,spring,0,1,0
39.0,non-binary,67764,high school,0,skiing,967,suburban,114.0,95,fall,0,1,0
46.0,male,60118,doctorate,4,sunbathing,4770,urban,46.0,60,spring,1,0,0
20.0,non-binary,21545,bachelor,4,sunbathing,1046,rural,250.0,49,summer,0,1,0
29.0,non-binary,74221,doctorate,1,hiking,2798,urban,198.0,61,spring,1,1,0
43.0,male,69782,master,8,sunbathing,3134,urban,59.0,31,summer,0,0,0
,female,95867,,7,swimming,4773,suburban,25.0,14,fall,0,0,0
68.0,non-binary,71868,doctorate,3,skiing,2039,suburban,252.0,274,winter,0,0,1
54.0,male,66190,master,1,swimming,4665,urban,175.0,293,spring,0,1,0
39.0,female,64711,,4,skiing,3477,rural,129.0,292,summer,0,0,1
46.0,non-binary,85154,bachelor,9,skiing,3797,suburban,81.0,77,spring,0,0,0
,female,67616,master,6,swimming,656,urban,36.0,163,spring,0,0,0
45.0,non-binary,105286,high school,8,swimming,4332,urban,6.0,284,summer,0,0,0
22.0,non-binary,77473,master,6,skiing,2374,suburban,258.0,82,spring,0,0,0
64.0,female,60649,master,6,swimming,3226,urban,102.0,67,summer,0,0,0
66.0,female,101566,doctorate,5,hiking,3997,urban,111.0,64,winter,1,0,0
47.0,female,55473,bachelor,8,swimming,1701,suburban,177.0,208,spring,0,0,0
63.0,non-binary,73382,master,2,hiking,850,rural,,175,winter,0,0,1
,non-binary,86308,high school,6,skiing,609,rural,143.0,204,winter,1,0,1
22.0,male,106428,high school,9,hiking,1066,urban,164.0,150,summer,0,0,0
29.0,male,52707,high school,1,skiing,1250,urban,33.0,153,winter,0,0,1
33.0,male,101079,bachelor,8,sunbathing,3030,urban,209.0,216,spring,1,1,0
43.0,non-binary,62050,bachelor,4,swimming,4569,suburban,122.0,60,fall,0,1,0
43.0,female,94823,high school,8,swimming,2722,suburban,163.0,274,fall,1,1,0
65.0,male,53355,master,5,swimming,956,urban,238.0,161,summer,0,1,0
,non-binary,76599,bachelor,7,hiking,3994,suburban,9.0,142,winter,0,0,1
56.0,female,48946,master,4,skiing,1176,rural,154.0,165,fall,0,1,1
,male,105750,master,0,sunbathing,1249,rural,121.0,276,fall,0,0,0
50.0,female,84611,doctorate,9,hiking,3095,urban,275.0,298,fall,1,0,1
47.0,female,69233,doctorate,4,sunbathing,665,suburban,125.0,239,summer,0,1,0
54.0,male,106823,bachelor,5,swimming,1319,urban,,187,fall,0,1,0
40.0,male,90391,master,4,skiing,2127,urban,95.0,249,fall,1,1,1
27.0,non-binary,48286,master,0,skiing,1749,urban,139.0,132,summer,0,1,0
22.0,female,68383,high school,0,skiing,632,urban,5.0,13,summer,0,1,1
53.0,male,104769,master,3,skiing,1819,rural,95.0,278,spring,0,1,1
51.0,male,85240,master,6,hiking,2564,urban,75.0,260,winter,1,1,1
69.0,female,57499,bachelor,8,skiing,3143,suburban,109.0,43,winter,0,0,0
48.0,female,51750,bachelor,3,skiing,4858,rural,50.0,254,fall,0,0,1
27.0,female,63082,master,4,hiking,2430,suburban,279.0,292,winter,0,1,1
36.0,male,89157,master,4,hiking,3953,rural,76.0,96,spring,0,1,1
49.0,male,70066,doctorate,9,sunbathing,4176,rural,,285,winter,1,1,0
18.0,non-binary,25932,bachelor,4,hiking,1983,suburban,267.0,58,fall,0,1,0
,female,62643,master,3,skiing,4219,suburban,153.0,2,summer,1,1,0
62.0,male,96250,high school,6,sunbathing,2818,rural,9.0,155,spring,0,0,0
21.0,male,106238,doctorate,0,hiking,756,urban,215.0,137,spring,1,1,0
,female,62712,master,3,hiking,4937,urban,278.0,30,spring,0,0,0
41.0,male,30103,doctorate,4,sunbathing,3695,rural,25.0,198,spring,0,1,0
33.0,female,101025,master,6,swimming,4917,suburban,33.0,164,summer,0,1,0
19.0,male,32252,master,2,sunbathing,4709,rural,237.0,287,spring,0,0,0
66.0,female,43076,doctorate,1,sunbathing,1762,suburban,67.0,237,summer,1,0,0
45.0,female,26174,master,3,hiking,4365,rural,135.0,236,winter,1,1,1
49.0,male,107593,bachelor,6,hiking,1652,rural,0.0,169,fall,0,1,1
44.0,female,38029,,1,swimming,3051,suburban,96.0,217,summer,0,1,0
37.0,non-binary,96756,master,6,swimming,3392,rural,12.0,119,summer,1,0,0
41.0,non-binary,87552,doctorate,7,skiing,819,rural,202.0,118,spring,0,1,0
29.0,female,92393,high school,5,hiking,545,rural,230.0,8,spring,1,0,0
67.0,non-binary,87579,master,8,skiing,995,urban,116.0,21,winter,0,1,0
52.0,male,67701,high school,0,hiking,2014,urban,52.0,251,fall,0,0,1
50.0,male,86740,doctorate,9,sunbathing,4467,urban,16.0,32,winter,1,0,0
,female,76202,bachelor,1,skiing,606,rural,39.0,6,spring,1,1,0
68.0,male,110485,high school,3,swimming,1734,urban,292.0,113,summer,1,0,0
60.0,male,41864,bachelor,7,sunbathing,2604,suburban,106.0,276,summer,0,1,0
,non-binary,96747,bachelor,2,swimming,904,rural,36.0,222,fall,0,1,0
29.0,male,83987,bachelor,7,sunbathing,2430,urban,286.0,296,winter,0,0,0
20.0,male,96005,high school,3,hiking,1066,rural,159.0,235,spring,1,0,1
18.0,non-binary,107052,doctorate,4,swimming,806,suburban,38.0,70,winter,1,1,0
50.0,female,41925,doctorate,2,swimming,4401,rural,275.0,95,summer,1,1,0
57.0,female,100913,doctorate,5,skiing,3383,suburban,205.0,272,winter,0,0,1
27.0,non-binary,109487,high school,2,skiing,4138,suburban,226.0,236,summer,1,1,1
60.0,non-binary,89800,high school,8,sunbathing,4057,urban,135.0,280,summer,0,0,0
61.0,male,21073,bachelor,5,hiking,3427,rural,284.0,297,summer,1,1,1
46.0,male,67209,master,0,sunbathing,2335,suburban,0.0,206,summer,0,0,0
30.0,female,105210,high school,9,swimming,2426,rural,11.0,244,spring,1,0,0
29.0,female,27873,high school,2,skiing,2961,suburban,59.0,238,winter,0,0,1
48.0,non-binary,20040,high school,7,hiking,2793,suburban,82.0,92,winter,1,0,1
63.0,male,93073,master,1,swimming,1519,suburban,143.0,237,spring,1,1,0
19.0,non-binary,21655,bachelor,7,hiking,2813,suburban,66.0,141,spring,0,1,1
68.0,female,73786,doctorate,9,sunbathing,662,urban,,159,spring,0,1,0
67.0,female,30938,master,5,hiking,1816,suburban,277.0,288,spring,0,1,1
52.0,non-binary,70496,,3,hiking,946,suburban,33.0,107,winter,0,0,1
40.0,male,79533,doctorate,1,sunbathing,2817,suburban,25.0,205,winter,0,1,0
34.0,male,20930,master,2,skiing,3469,urban,151.0,101,fall,0,0,0
43.0,non-binary,34614,doctorate,1,hiking,1688,suburban,239.0,256,spring,1,1,1
25.0,female,46090,master,9,swimming,3439,rural,94.0,48,winter,1,0,0
46.0,non-binary,111674,bachelor,3,sunbathing,2465,rural,182.0,129,summer,1,0,0
43.0,non-binary,114641,high school,4,swimming,800,urban,6.0,63,spring,1,1,0
27.0,male,62849,high school,4,swimming,4779,suburban,233.0,30,fall,1,0,0
43.0,female,78032,high school,0,swimming,3145,urban,100.0,261,winter,0,1,0
51.0,female,97658,doctorate,8,hiking,4533,suburban,71.0,255,spring,0,0,1
68.0,male,28162,doctorate,0,hiking,4473,suburban,154.0,267,fall,1,1,1
58.0,female,88948,bachelor,4,skiing,797,urban,192.0,173,summer,1,0,0
24.0,female,38534,master,1,sunbathing,2094,urban,57.0,62,spring,0,1,0
21.0,male,61858,bachelor,3,skiing,3666,urban,193.0,14,spring,0,1,0
67.0,female,110435,bachelor,4,sunbathing,1711,rural,30.0,175,fall,1,1,0
62.0,female,80174,master,5,sunbathing,3491,urban,30.0,37,fall,1,0,0
28.0,non-binary,89314,doctorate,8,skiing,2922,suburban,284.0,76,summer,0,0,0
46.0,female,26658,bachelor,2,sunbathing,1173,urban,294.0,228,summer,0,1,0
53.0,non-binary,25107,doctorate,8,swimming,768,suburban,159.0,297,winter,0,1,0
42.0,non-binary,68657,master,2,swimming,2288,rural,163.0,199,spring,1,1,0
38.0,non-binary,86413,bachelor,1,swimming,4988,rural,6.0,154,winter,1,1,0
53.0,male,26836,doctorate,5,hiking,2084,rural,22.0,59,winter,0,1,1
27.0,male,112424,bachelor,4,hiking,1356,urban,28.0,166,summer,1,1,1
54.0,female,42631,doctorate,6,hiking,1475,urban,,135,summer,1,1,0
26.0,non-binary,26055,bachelor,2,skiing,2049,rural,271.0,133,summer,0,0,0
41.0,female,26583,master,8,hiking,2958,rural,274.0,74,winter,1,0,0
52.0,female,81196,bachelor,0,skiing,3162,suburban,144.0,215,summer,1,1,1
66.0,female,73166,high school,2,skiing,708,suburban,209.0,197,summer,0,1,0
52.0,female,117609,high school,4,sunbathing,1547,suburban,183.0,221,summer,1,0,0
,female,53387,doctorate,2,skiing,4567,urban,264.0,127,fall,0,1,0
53.0,non-binary,29604,doctorate,2,sunbathing,2810,suburban,2.0,229,winter,1,1,0
35.0,non-binary,90997,master,8,hiking,900,suburban,24.0,100,fall,0,1,1
66.0,non-binary,36644,master,9,skiing,1903,urban,253.0,92,summer,0,1,0
56.0,non-binary,113945,doctorate,8,sunbathing,1144,rural,151.0,291,winter,1,0,0
49.0,male,96171,bachelor,5,sunbathing,1277,rural,70.0,205,spring,1,0,0
41.0,non-binary,69058,doctorate,6,skiing,1876,urban,48.0,170,fall,1,1,1
,non-binary,22644,high school,8,swimming,509,suburban,68.0,182,spring,1,1,0
49.0,non-binary,106425,,5,skiing,2979,rural,84.0,69,spring,0,0,0
54.0,male,58272,high school,5,skiing,2451,rural,85.0,95,fall,1,0,1
29.0,female,40208,doctorate,9,sunbathing,2564,urban,36.0,154,winter,1,0,0
66.0,male,108201,bachelor,0,swimming,4168,rural,108.0,296,fall,1,0,0
30.0,non-binary,32709,high school,0,sunbathing,4349,rural,258.0,42,summer,1,1,0
40.0,non-binary,85687,doctorate,2,swimming,4335,suburban,90.0,280,spring,1,1,0
42.0,male,92414,doctorate,8,swimming,4887,rural,52.0,195,spring,1,1,0
